Date,rv_21,persistence,roll_mean_5,roll_mean_10,roll_mean_21,global_mean
2020-09-28,0.0155893058727638,0.0150750166005399,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-09-29,0.0154753199544621,0.0155893058727638,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-09-30,0.0156481916978738,0.0154753199544621,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-01,0.0155889315800708,0.0156481916978738,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-02,0.0151506922762708,0.0155889315800708,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-05,0.0138479245145898,0.0151506922762708,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-06,0.0140665554363238,0.0138479245145898,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-07,0.0131308778472702,0.0140665554363238,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-08,0.012524007546413,0.0131308778472702,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-09,0.0118957809298476,0.012524007546413,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-12,0.0122932821762376,0.0118957809298476,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-13,0.0122203432605477,0.0122932821762376,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-14,0.0123270861349081,0.0122203432605477,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-15,0.0122720998304502,0.0123270861349081,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-16,0.0120705023894313,0.0122720998304502,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-19,0.0124009966879496,0.0120705023894313,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-20,0.0120418513791277,0.0124009966879496,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-21,0.0119289179116731,0.0120418513791277,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-22,0.0103855210131241,0.0119289179116731,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-23,0.0103857774327484,0.0103855210131241,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-26,0.0109911497616389,0.0103857774327484,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-27,0.0105072899357452,0.0109911497616389,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
2020-10-28,0.0131599960504232,0.0105072899357452,0.014565168497623801,0.014078757556872452,0.011419094797180803,0.010441035527982085
