Date,rv_21,garch_forecast
2020-09-28,0.0155893058727638,0.06470890728519121
2020-09-29,0.0154753199544621,0.06590042372542429
2020-09-30,0.0156481916978738,0.062419314466711624
2020-10-01,0.0155889315800708,0.06013022994172804
2020-10-02,0.0151506922762708,0.05718337950408842
2020-10-05,0.0138479245145898,0.05593760841188237
2020-10-06,0.0140665554363238,0.059744632647219784
2020-10-07,0.0131308778472702,0.06046710478733572
2020-10-08,0.012524007546413,0.0631036356791725
2020-10-09,0.0118957809298476,0.06067387371157858
2020-10-12,0.0122932821762376,0.058737374444761806
2020-10-13,0.0122203432605477,0.06099071944457892
2020-10-14,0.0123270861349081,0.058242254489293765
2020-10-15,0.0122720998304502,0.05581191690588961
2020-10-16,0.0120705023894313,0.05260027922336405
2020-10-19,0.0124009966879496,0.04954787819655072
2020-10-20,0.0120418513791277,0.053501414018932485
2020-10-21,0.0119289179116731,0.05094481121299397
2020-10-22,0.0103855210131241,0.048136712288241394
2020-10-23,0.0103857774327484,0.046136053469039075
2020-10-26,0.0109911497616389,0.04386749433922036
2020-10-27,0.0105072899357452,0.05099192451534456
2020-10-28,0.0131599960504232,0.04830304019863443
2020-10-29,0.013310434293813,0.07282539654659374
2020-10-30,0.0134600674062597,0.0709646965232908
2020-11-02,0.013651725319553,0.06943504956767003
2020-11-03,0.0136403151842027,0.06808238933931288
2020-11-04,0.0141017305853301,0.06983279800939188
2020-11-05,0.0142237426250394,0.07417344774948702
2020-11-06,0.0141424061465173,0.0760919190686679
2020-11-09,0.0142363581437911,0.0714685525483508
2020-11-10,0.013803243361813,0.06964128683024318
2020-11-11,0.0138115096247351,0.06549468846218676
2020-11-12,0.0139221962955587,0.06275809409529229
2020-11-13,0.014188835805619,0.06112852323904645
2020-11-16,0.0143577754680226,0.0613605844312017
2020-11-17,0.0138270034786945,0.060566657606280716
2020-11-18,0.0141507328469419,0.05749366542205104
2020-11-19,0.0141296935756919,0.057164379891959854
2020-11-20,0.014235850583283,0.054173542436474126
2020-11-23,0.0142592985074534,0.05215048998121839
2020-11-24,0.0137989669886917,0.04993334192869475
2020-11-25,0.0137700613354607,0.053485100348721074
2020-11-27,0.0104616063372537,0.05044936747239012
2020-11-30,0.0105432346918438,0.047704423123184146
2020-12-01,0.0099328790761763,0.04558055396072998
2020-12-02,0.0098341300648989,0.04654467260846046
2020-12-03,0.0094510729682048,0.04400800775563934
2020-12-04,0.0086171018507114,0.041562424784262274
2020-12-07,0.0078760594639669,0.04169093773435832
2020-12-08,0.0078521211589526,0.03951781455480095
2020-12-09,0.0078838278641577,0.037636256396427877
2020-12-10,0.0078816724313192,0.03782969579737586
2020-12-11,0.0077811293324306,0.03587024431114573
2020-12-14,0.0074645093539116,0.034050657208384384
2020-12-15,0.0074108825220025,0.03305098850162886
2020-12-16,0.0070390508211882,0.03745571241073065
2020-12-17,0.0069828493075434,0.03559209753198898
2020-12-18,0.0064239570425115,0.034959873294864593
2020-12-21,0.0065242838858898,0.033634453483082194
2020-12-22,0.006301106189103,0.03254018069588588
2020-12-23,0.006239167098169,0.031104126355902748
2020-12-24,0.0053073723620732,0.02962415435378463
2020-12-28,0.00553722163388,0.028790593839965153
2020-12-29,0.0055860596647025,0.030755575463759535
2020-12-30,0.0054283412665226,0.029500015703727105
2020-12-31,0.0050868249783889,0.028208612532516258
2021-01-04,0.0061729317659631,0.028810672559305632
2021-01-05,0.0063341528572906,0.03622168221586628
2021-01-06,0.0061717174327459,0.0361135486163584
2021-01-07,0.0068597176669859,0.03540675972704152
2021-01-08,0.0069114513941426,0.04091384859025805
2021-01-11,0.0068208111583455,0.03964232909139138
2021-01-12,0.0067946687552676,0.03892475839525764
2021-01-13,0.0067613114992079,0.036846904686350816
2021-01-14,0.0067345174483813,0.035104713007995045
2021-01-15,0.006523645751337,0.033836699025623536
2021-01-19,0.0067077497040044,0.034106259197355326
2021-01-20,0.0071945144597125,0.03483339634801859
2021-01-21,0.007105544498705,0.03966154741465634
2021-01-22,0.0070719749782993,0.0375274346097025
2021-01-25,0.0070227503858143,0.03586993431497954
2021-01-26,0.0070615081995209,0.034494501433600194
2021-01-27,0.0093249936700432,0.03283238564658195
2021-01-28,0.0093721121527527,0.051662767834549476
2021-01-29,0.0103454504509646,0.0510537412889464
2021-02-01,0.010924750389736,0.057223390454286024
2021-02-02,0.0112380747999436,0.059509741291329125
2021-02-03,0.0106440958999422,0.06012366931341909
2021-02-04,0.0107697375867014,0.05654834684029538
2021-02-05,0.0107444304225835,0.055906193063706075
2021-02-08,0.010413677083944,0.05297498352173528
2021-02-09,0.0103832894549481,0.05124259585043126
2021-02-10,0.0102420623811442,0.04831383799339619
2021-02-11,0.0102399126280626,0.045562292821330584
2021-02-12,0.0102636701182694,0.04308077978320467
2021-02-16,0.0102047683594211,0.04136977349291732
2021-02-17,0.0100130387730459,0.039112092550218004
2021-02-18,0.0100055438549901,0.03700674423096811
2021-02-19,0.0096099108471885,0.035750628920905664
2021-02-22,0.0097850483720693,0.03401249194979331
2021-02-23,0.0097572904728063,0.034572903361506147
2021-02-24,0.0100202665237704,0.032859427289244444
2021-02-25,0.0114765657440565,0.036021672609343774
2021-02-26,0.0099231922673613,0.05206843037080615
2021-03-01,0.0109494628971614,0.04962085601847556
2021-03-02,0.010111689046341,0.059862064916419114
2021-03-03,0.0100946365559585,0.05774793088791996
2021-03-04,0.0100645179272548,0.05821410429681682
2021-03-05,0.0109733454181117,0.058823380173890105
2021-03-08,0.0107538588619999,0.06329128693650926
2021-03-09,0.0111872572192775,0.06008864642140193
2021-03-10,0.0111454586067148,0.060766542324451965
2021-03-11,0.011376671639798,0.057926819150629937
2021-03-12,0.0113764410182004,0.056916490381542596
2021-03-15,0.0114511504033346,0.05357695558242432
2021-03-16,0.0114215677946622,0.051481035108741635
2021-03-17,0.0114326411617807,0.04855881146468665
2021-03-18,0.011915562317425,0.04600138610233773
2021-03-19,0.0118767981978689,0.04941327684954558
2021-03-22,0.0119649055025488,0.046583773946285614
2021-03-23,0.0119614153743824,0.045325447150566425
2021-03-24,0.0120279548280735,0.044467917142332794
2021-03-25,0.0118168199923971,0.042868269580374194
2021-03-26,0.0109211344914053,0.0413308702967722
2021-03-29,0.0108373999656444,0.04703372408352618
2021-03-30,0.0096868997463893,0.04438839698101768
2021-03-31,0.0094902242986391,0.04220764840967565
2021-04-01,0.0091512074381015,0.040292221022186374
2021-04-05,0.0087337594318721,0.04242648779599986
2021-04-06,0.008020459146994,0.04608110092529195
