Date,rv_21,transformer_forecast
2022-03-14,0.015064369182979,0.015426827
2022-03-15,0.0155504548479701,0.015092025
2022-03-16,0.0163836459130392,0.015595626
2022-03-17,0.0162336148042587,0.016455417
2022-03-18,0.0164506074371457,0.016299231
2022-03-21,0.015714702943736,0.016521486
2022-03-22,0.0157565109885767,0.01575832
2022-03-23,0.0158449109451714,0.015794514
2022-03-24,0.015361109837111,0.015878595
2022-03-25,0.015137216241142,0.015368637
2022-03-28,0.0145180116409847,0.015134802
2022-03-29,0.0146429581074207,0.0144898
2022-03-30,0.014195605489457,0.014619765
2022-03-31,0.0143162988534919,0.01415171
2022-04-01,0.0142350322735974,0.014278335
2022-04-04,0.0141058417022777,0.014198741
2022-04-05,0.012515885875565,0.0140635595
2022-04-06,0.0126352816063481,0.012437886
2022-04-07,0.0115983142791666,0.012559445
2022-04-08,0.0115561485091694,0.011510975
2022-04-11,0.0118521387653777,0.011469732
2022-04-12,0.0117183557103844,0.011776373
2022-04-13,0.0111053446640416,0.011645314
2022-04-14,0.0105071366939894,0.011033941
2022-04-18,0.0101475434027872,0.010434198
2022-04-19,0.0104397282434666,0.010075776
2022-04-20,0.0104401797623423,0.010377762
2022-04-21,0.0105855717066439,0.010384033
2022-04-22,0.0118918614796251,0.010539531
2022-04-25,0.0114451309231486,0.011869579
2022-04-26,0.0126351240268862,0.011423857
2022-04-27,0.0124599971020185,0.012638153
2022-04-28,0.0135121153751575,0.012465651
2022-04-29,0.0153421446574599,0.013550839
2022-05-02,0.0153118310059652,0.015462565
2022-05-03,0.0153498152696955,0.01542983
2022-05-04,0.0168292112161224,0.01546632
2022-05-05,0.0182380717399775,0.017006306
2022-05-06,0.0181970604474272,0.01844904
2022-05-09,0.0191163414367875,0.018399654
2022-05-10,0.019189621009896,0.01933588
2022-05-11,0.019177164927242,0.019403815
2022-05-12,0.0191940195066407,0.01937982
2022-05-13,0.0199088884735285,0.01938495
2022-05-16,0.0198355596472174,0.020102747
2022-05-17,0.0205235998449044,0.020019518
2022-05-18,0.021594247466971,0.020706698
2022-05-19,0.0215576989632273,0.021795351
2022-05-20,0.0215109287440895,0.021740232
2022-05-23,0.0214760664791703,0.021670368
2022-05-24,0.0213941837352858,0.021623783
2022-05-25,0.0208211909422396,0.021521466
2022-05-26,0.0213537936339024,0.020921644
2022-05-27,0.0213535191943806,0.021447618
2022-05-31,0.019796104741001,0.02143879
2022-06-01,0.0198165455020785,0.019839527
2022-06-02,0.0202142993183956,0.019853402
2022-06-03,0.0193380829816176,0.020247165
2022-06-06,0.0177037552126033,0.019343426
2022-06-07,0.017781803025934,0.017658629
2022-06-08,0.0163405885843641,0.017738255
2022-06-09,0.0172605696045953,0.016246451
2022-06-10,0.0181009821770648,0.017200118
2022-06-13,0.0200163520852127,0.01807417
2022-06-14,0.0191216303133369,0.020042302
2022-06-15,0.0195210161321592,0.019138781
2022-06-16,0.0198730849882162,0.019547133
2022-06-17,0.0181166245946662,0.019911587
2022-06-21,0.0190515849852288,0.018106187
2022-06-22,0.0190472270195837,0.019062323
2022-06-23,0.0186719890539369,0.019065412
2022-06-24,0.0198872096672578,0.018681651
2022-06-27,0.0197663499272743,0.01992996
2022-06-28,0.0196063579939747,0.019812593
2022-06-29,0.0185976832388372,0.019649142
2022-06-30,0.018620768898657,0.018619625
2022-07-01,0.0188724130339099,0.018639069
2022-07-05,0.0182598417921939,0.018898511
2022-07-06,0.0181041095670995,0.018272147
2022-07-07,0.0184843656140866,0.018112538
2022-07-08,0.018283416571016,0.018509839
2022-07-11,0.0182998757883623,0.018301757
2022-07-12,0.0177282737997698,0.01831152
2022-07-13,0.0166198917071919,0.017722342
2022-07-14,0.0141350356702207,0.016571008
2022-07-15,0.0146546845771982,0.014014311
2022-07-18,0.0144985743839268,0.014539309
2022-07-19,0.0134530859482547,0.014388186
2022-07-20,0.013460859446497,0.013327352
2022-07-21,0.012703950404088,0.013345379
2022-07-22,0.0129563093379863,0.012584676
2022-07-25,0.0128579601897133,0.012850388
2022-07-26,0.0114614815698795,0.012752147
2022-07-27,0.0127261746378036,0.011345298
2022-07-28,0.0118832946470762,0.0126425065
2022-07-29,0.0120883731601334,0.011793914
2022-08-01,0.0118466950930215,0.012003274
2022-08-02,0.0119694779559298,0.011771711
2022-08-03,0.0122581364300612,0.011903899
2022-08-04,0.0122999763094564,0.012203968
2022-08-05,0.0120734922064944,0.012253269
2022-08-08,0.0120800688254044,0.012028651
2022-08-09,0.011742757398775,0.012043947
2022-08-10,0.0119941669002048,0.011708383
2022-08-11,0.0118787995119281,0.011967919
2022-08-12,0.0120289494245722,0.011862224
2022-08-15,0.0116433418253137,0.012011335
2022-08-16,0.0112586335161666,0.011628998
2022-08-17,0.0104215482026824,0.011242488
2022-08-18,0.0104173277383575,0.0103926305
2022-08-19,0.0109284522374992,0.010388264
2022-08-22,0.0118883510914696,0.010906716
2022-08-23,0.0119249591620673,0.01187894
2022-08-24,0.0115160901308076,0.011920407
2022-08-25,0.0105742464338812,0.011507013
2022-08-26,0.0129447943649832,0.010556989
2022-08-29,0.0125882321489806,0.012966407
2022-08-30,0.0127706307232344,0.012595694
2022-08-31,0.0127964770480545,0.012778367
2022-09-01,0.012237846534871,0.01281366
2022-09-02,0.0123737430114528,0.012238735
2022-09-06,0.0123749506730474,0.012374117
2022-09-07,0.0131956140327285,0.0123700155
2022-09-08,0.0133096438288919,0.013213036
2022-09-09,0.0128666996160118,0.013335437
2022-09-12,0.013138348173919,0.012875695
2022-09-13,0.0154845701386419,0.013152136
2022-09-14,0.0154701009987038,0.015603566
2022-09-15,0.0154863423923554,0.015580145
2022-09-16,0.0154858813602385,0.015596022
2022-09-19,0.0156199129865391,0.015593378
2022-09-20,0.0155790920306879,0.015721364
2022-09-21,0.0153651042672259,0.015667874
2022-09-22,0.0153857401239396,0.015434325
2022-09-23,0.0155348616327465,0.01544923
2022-09-26,0.0149078597571867,0.015601867
2022-09-27,0.0135105310664437,0.014935706
2022-09-28,0.0145234190804537,0.013480194
2022-09-29,0.0149464134938668,0.014529506
2022-09-30,0.015117657905206,0.014965999
2022-10-03,0.0164338180681061,0.015142302
2022-10-04,0.0178981375013811,0.016519602
2022-10-05,0.0178896068077214,0.018030623
2022-10-06,0.0173922313090483,0.018020395
2022-10-07,0.0180992731349462,0.017499097
2022-10-10,0.0175311508978447,0.018220844
2022-10-11,0.0171348132106396,0.017624935
2022-10-12,0.0147957156711122,0.017198581
2022-10-13,0.016126466619582,0.014764733
2022-10-14,0.0166596016625006,0.016147962
2022-10-17,0.0178875150317919,0.016697966
2022-10-18,0.0180319521218497,0.017962908
2022-10-19,0.01794322555848,0.018122109
2022-10-20,0.0176612380980445,0.018030686
2022-10-21,0.0183974027421437,0.017739331
2022-10-24,0.0181244862669298,0.018490858
2022-10-25,0.0181913489950472,0.018202798
2022-10-26,0.0182962200815777,0.01826699
2022-10-27,0.017945825081271,0.01837081
2022-10-28,0.0178543479037954,0.018003514
2022-10-31,0.0175321860778139,0.017902583
2022-11-01,0.0168620447490638,0.017557682
2022-11-02,0.0166174952615341,0.016859733
2022-11-03,0.0167655424790608,0.016612101
2022-11-04,0.0168966075489498,0.016763274
2022-11-07,0.0156540784332912,0.016901089
2022-11-08,0.0155103192640161,0.015617539
2022-11-09,0.0162471397645896,0.015471696
2022-11-10,0.0197305750784912,0.016244031
2022-11-11,0.0191811334473595,0.019824568
2022-11-14,0.0183500234953708,0.019263774
2022-11-15,0.0177162618543257,0.018410724
2022-11-16,0.0178208987096354,0.017766556
2022-11-17,0.0177404825284103,0.01786341
2022-11-18,0.0175581772197689,0.017772872
2022-11-21,0.0170294857639104,0.017577792
2022-11-22,0.0170794859900384,0.01704163
2022-11-23,0.0168154255602662,0.017096596
2022-11-25,0.0166866336947804,0.016820988
2022-11-28,0.0170506790464903,0.016684081
2022-11-29,0.016267659692475,0.017066684
2022-11-30,0.0173853772880722,0.016255755
2022-12-01,0.0173381460303424,0.017419543
2022-12-02,0.0161510105281948,0.017372888
2022-12-05,0.0165582969172128,0.016138075
2022-12-06,0.0168323420143275,0.016567282
2022-12-07,0.0167637539497862,0.01685354
2022-12-08,0.0167918258557301,0.016772728
2022-12-09,0.0161228694871034,0.016799018
2022-12-12,0.0113952096806172,0.016105544
2022-12-13,0.011328214785575,0.011264278
2022-12-14,0.0112263373782807,0.011194802
2022-12-15,0.0123661606100427,0.011095249
2022-12-16,0.0124660793719019,0.012252852
2022-12-19,0.0125762061448758,0.012371213
2022-12-20,0.0125087312677826,0.012498748
2022-12-21,0.013002016580757,0.012447756
2022-12-22,0.0128933482309244,0.012951398
2022-12-23,0.0128918968466353,0.012840153
2022-12-27,0.0128900373751469,0.012845756
2022-12-28,0.0127339187708174,0.012849954
2022-12-29,0.0134297562273999,0.012693257
2022-12-30,0.0112815333025488,0.013407514
2023-01-03,0.0112741418634849,0.011218351
2023-01-04,0.011503258242787,0.011220322
2023-01-05,0.0111559910520121,0.011461686
2023-01-06,0.0120331228632473,0.01111061
2023-01-09,0.012029565607382,0.012004637
2023-01-10,0.0120121797231644,0.012007748
2023-01-11,0.0122406390186593,0.011998189
2023-01-12,0.0118551462009073,0.012243418
2023-01-13,0.0117748845145891,0.011848544
2023-01-17,0.0117077465888212,0.011766263
2023-01-18,0.0108331905036255,0.011695696
2023-01-19,0.0106702076301512,0.010806573
2023-01-20,0.0111308594889982,0.010634495
2023-01-23,0.0113357816777763,0.011103041
2023-01-24,0.0109904221598429,0.011307015
2023-01-25,0.0103586402449033,0.010968274
2023-01-26,0.0105033316311237,0.01033019
2023-01-27,0.010392461922359,0.010481487
2023-01-30,0.0104636345761122,0.010369567
2023-01-31,0.0102881628341848,0.010440264
2023-02-01,0.010343780653324,0.01027171
2023-02-02,0.0104778268292339,0.01033044
2023-02-03,0.0109180720576016,0.010466584
2023-02-06,0.0105966524744158,0.010913223
2023-02-07,0.0099150933084244,0.010587775
2023-02-08,0.0103696388756579,0.009896797
2023-02-09,0.0106158846972188,0.01036122
2023-02-10,0.0103229497317339,0.010608936
2023-02-13,0.0105437704665108,0.010313007
2023-02-14,0.0105407714924982,0.010540313
2023-02-15,0.010509967442602,0.010541325
2023-02-16,0.0103662918270874,0.01051342
2023-02-17,0.0101935126869358,0.010366606
2023-02-21,0.0105645053193703,0.010190498
2023-02-22,0.0102335895339976,0.010567632
2023-02-23,0.0103069501305343,0.010233265
2023-02-24,0.0105606515726488,0.01030641
2023-02-27,0.0102676051470189,0.010564295
2023-02-28,0.0102464832877895,0.010267948
2023-03-01,0.0099205267378851,0.010246622
2023-03-02,0.0094886480385065,0.0099177845
2023-03-03,0.0099003056483635,0.00947794
2023-03-06,0.0092595381224049,0.009895075
2023-03-07,0.0095616011881518,0.009245505
2023-03-08,0.0095301482523339,0.009553495
2023-03-09,0.0096567469348125,0.009525229
2023-03-10,0.009831314419889,0.009652822
2023-03-13,0.0097446599962685,0.009831504
2023-03-14,0.0105559732201667,0.009746753
2023-03-15,0.0101417319859508,0.010566406
2023-03-16,0.0110639210309261,0.01014876
2023-03-17,0.011173353674515,0.011081549
2023-03-20,0.0111410635982684,0.011193265
2023-03-21,0.0115780038972505,0.011160304
2023-03-22,0.011297422355377,0.011599962
2023-03-23,0.0113239777676196,0.011317307
2023-03-24,0.011332111814957,0.011340731
2023-03-27,0.0110990038289607,0.011346803
2023-03-28,0.0110829396086437,0.011110494
2023-03-29,0.011484116848891,0.011092773
2023-03-30,0.0114634796007921,0.011498313
2023-03-31,0.0117438872782427,0.01147607
2023-04-03,0.0112812023503377,0.011758763
